order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2025-06-2171;2025;2025-06-08 12:37;June;email;Private customer;Jonas K.;returning customer;Hello, do you have summer herb mix available? I am cooking for small box. Please no complicated prep.;clear;low appetite, lightness;focus support;none stated;small box;king oyster, lemon balm;Summer;mature supplier network: lemon balm, oyster mushroom, summer herb mix;medium;substituted;yes;evening pickup;Charlottenburg;bank transfer;no;Summer mushroom-tomato water / light pan base;"watch delivery timing and storage capacity; offer equivalent texture rather than same species";
MH-2025-06-2172;2025;2025-06-02 17:38;June;standing account email;B2B account;Catering Kollektiv Ost;cafe/brunch;Catering Kollektiv Ost: Please keep our usual rhythm this week, 7.7 kg. Same seasonal direction unless forest availability changed.;mostly clear;heat exhaustion, cooling;restorative;none stated;7.7 kg;summer herb mix;Summer;standing B2B allocation: king oyster, summer herb mix, oyster mushroom;medium;fulfilled;no;standing route drop;Friedrichshain;invoice end of month;yes;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2173;2025;2025-06-01 17:20;June;email;B2B account;Workspace Coffee Mitte;hotel kitchen;Workspace Coffee Mitte: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 26.4 kg.;mostly clear;cooling, low appetite;warmth without heaviness;lactose-free;26.4 kg;chanterelle, king oyster;Summer;functional blend stock: chanterelle, king oyster, oyster mushroom;low;fulfilled;no;standing route drop;Charlottenburg;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2174;2025;2025-06-27 07:05;June;WhatsApp;B2B account;Cafe Sonnenweg;specialty coffee;Cafe Sonnenweg: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 20.0 kg.;clear;lightness, restless;focus support;mostly plant-based;20.0 kg;lemon balm, king oyster, chanterelle;Summer;mature supplier network: oyster mushroom, chanterelle, summer herb mix;high;fulfilled;no;delivery;Mitte;invoice end of month;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2175;2025;2025-06-09 21:21;June;shared calendar note;Private customer;Hanna W.;gift order;Hi Thomas, can I get small box for tomorrow evening? I feel restless and need something that does not sit too heavy. lactose-free;mostly clear;low appetite, lightness;cooling;lactose-free;small box;lemon balm, oyster mushroom;Summer;mature supplier network: chanterelle, summer herb mix, oyster mushroom;low;fulfilled;no;route drop;Prenzlauer Berg;bank transfer;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2176;2025;2025-06-02 18:22;June;email;Private customer;Michael K.;returning customer;Short SMS: need a 1 portions box, feeling lightness, nut allergy. Can pick up in Neukölln.;clear;lightness, restless;focus support;nut allergy;1 portions;chanterelle, king oyster, summer herb mix;Summer;dried stock buffer + fresh rotation: lemon balm, summer herb mix, king oyster;low;substituted;yes;evening pickup;pickup at workshop;cash on pickup;no;Summer mushroom-tomato water / light pan base;"repeat client expects continuity; mark inventory pressure for next week";
MH-2025-06-2177;2025;2025-06-30 09:57;June;shared calendar note;Private customer;No name / webshop;returning customer;Hey, same direction as last time if possible, but more simple. Quantity: 1.5 kg.;mostly clear;heat exhaustion, low appetite;low-stimulation;sensitive stomach;1.5 kg;lemon balm, oyster mushroom, summer herb mix;Summer;Polish shipment + local cultivated stock: king oyster, chanterelle, lemon balm;high;fulfilled;yes;route drop;delivery route east;paid via webshop;yes;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2178;2025;2025-06-28 16:06;June;WhatsApp;B2B account;Bistro Neukölln;cafe/brunch;Menu planning: can you hold 25.2 kg around summer herb mix profile for next week? Please include substitution options if Polish shipment is late.;clear;restless, low appetite;restorative;nut allergy;25.2 kg;chanterelle, lemon balm, summer herb mix;Summer;mature supplier network: lemon balm, king oyster, summer herb mix;high;fulfilled;no;delivery;Neukölln;invoice end of month;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2179;2025;2025-06-21 07:36;June;WhatsApp;B2B account;Cafe Sonnenweg;restaurant;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 4.1 kg.;clear;heat exhaustion, lightness;easy evening food;lactose-free;4.1 kg;lemon balm;Summer;mature supplier network: oyster mushroom, king oyster, lemon balm;medium;rescheduled;no;kitchen drop-off;delivery route east;monthly invoice;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2180;2025;2025-06-05 22:54;June;standing account email;B2B account;Bistro Neukölln;restaurant;Bistro Neukölln: Please keep our usual rhythm this week, 31.0 kg. Same seasonal direction unless forest availability changed.;mostly clear;restless, heat exhaustion;cooling;mostly plant-based;31.0 kg;chanterelle;Summer;mature supplier network: king oyster, chanterelle, lemon balm;high;fulfilled;yes;delivery;pickup at workshop;bank transfer after delivery;new in trial;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2181;2025;2025-06-11 09:31;June;email;B2B account;Bistro Neukölln;restaurant;Menu planning: can you hold 12.2 kg around chanterelle profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;heat exhaustion, restless;light digestion;mostly plant-based;12.2 kg;lemon balm;Summer;Polish shipment + local cultivated stock: oyster mushroom, king oyster, summer herb mix;high;substituted;yes;standing route drop;Wedding;bank transfer after delivery;yes;Summer mushroom-tomato water / light pan base;"profile already in account sheet; offer equivalent texture rather than same species";
MH-2025-06-2182;2025;2025-06-24 13:15;June;email;Private customer;Clara M.;mood box;Hi Thomas, can I get same as last time for tonight? I feel heat exhaustion and need something that does not sit too heavy. mostly plant-based;clear;heat exhaustion, lightness;restorative;mostly plant-based;same as last time;oyster mushroom;Summer;dried stock buffer + fresh rotation: lemon balm, oyster mushroom, king oyster;medium;fulfilled;no;delivery;Neukölln;transfer within 3 days;yes;Summer mushroom-tomato water / light pan base;preserve seasonal sentence for receipt;
MH-2025-06-2183;2025;2025-06-26 10:35;June;WhatsApp;B2B account;Bistro Neukölln;catering/yoga retreat;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 19.2 kg.;mostly clear;low appetite, restless;grounding;no onions;19.2 kg;chanterelle, summer herb mix;Summer;standing B2B allocation: oyster mushroom, lemon balm, king oyster;medium;fulfilled;no;kitchen drop-off;Prenzlauer Berg;standing account invoice;yes;Summer mushroom-tomato water / light pan base;watch delivery timing and storage capacity;
MH-2025-06-2184;2025;2025-06-26 12:22;June;shared calendar note;B2B account;Workspace Coffee Mitte;restaurant;Workspace Coffee Mitte: Please keep our usual rhythm this week, 8.4 kg. Same seasonal direction unless forest availability changed.;clear;cooling, lightness;cooling;vegetarian;8.4 kg;oyster mushroom;Summer;functional blend stock: lemon balm, oyster mushroom, summer herb mix;low;substituted;yes;delivery;delivery route east;invoice end of month;new in trial;Summer mushroom-tomato water / light pan base;"preserve seasonal sentence for receipt; explain substitution plainly";
MH-2025-06-2185;2025;2025-06-16 08:35;June;phone note;B2B account;Workspace Coffee Mitte;restaurant;Menu planning: can you hold 5.0 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;clear;restless, heat exhaustion;restorative;vegan;5.0 kg;summer herb mix, oyster mushroom;Summer;mature supplier network: summer herb mix, oyster mushroom, king oyster;medium;fulfilled;no;delivery;Neukölln;monthly invoice;new in trial;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2186;2025;2025-06-06 12:21;June;standing account email;Private customer;Clara M.;weekly private rhythm;Short SMS: need a small box box, feeling heat exhaustion, none stated. Can pick up in Neukölln.;clear;cooling, restless;focus support;none stated;small box;king oyster, oyster mushroom, chanterelle;Summer;dried stock buffer + fresh rotation: chanterelle, summer herb mix, king oyster;medium;fulfilled;no;pickup;delivery route east;cash on pickup;unknown;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2187;2025;2025-06-10 19:14;June;standing account email;B2B account;Restaurant Pure;catering/yoga retreat;Restaurant Pure: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 24.5 kg.;clear;heat exhaustion, restless;grounding;vegetarian;24.5 kg;lemon balm, king oyster;Summer;mature supplier network: lemon balm, oyster mushroom, chanterelle;medium;fulfilled;no;early delivery;Schöneberg;standing account invoice;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2188;2025;2025-06-16 20:57;June;standing account email;B2B account;Cafe Sonnenweg;cafe/brunch;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 5.2 kg.;mostly clear;lightness, cooling;light digestion;nut allergy;5.2 kg;lemon balm;Summer;dried stock buffer + fresh rotation: oyster mushroom, lemon balm, summer herb mix;high;substituted;yes;kitchen drop-off;delivery route east;invoice end of month;new in trial;Summer mushroom-tomato water / light pan base;"repeat client expects continuity; offer equivalent texture rather than same species";
MH-2025-06-2189;2025;2025-06-02 11:51;June;WhatsApp;B2B account;Prenzlauer Berg Specialty Cafe;hotel kitchen;Menu planning: can you hold 3.9 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;clear;restless, cooling;warmth without heaviness;vegetarian;3.9 kg;summer herb mix, chanterelle;Summer;Polish shipment + local cultivated stock: king oyster, summer herb mix, chanterelle;low;fulfilled;no;standing route drop;Neukölln;monthly invoice;new in trial;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2190;2025;2025-06-17 06:50;June;email;Private customer;Stefan W.;mood box;Hi Thomas, can I get 0.6 kg for tomorrow evening? I feel lightness and need something that does not sit too heavy. sensitive stomach;clear;heat exhaustion, lightness;restorative;sensitive stomach;0.6 kg;king oyster, lemon balm, summer herb mix;Summer;mature supplier network: king oyster, chanterelle, lemon balm;medium;rescheduled;no;route drop;Mitte;transfer within 3 days;yes;Summer mushroom-tomato water / light pan base;keep knowledge note concise;
MH-2025-06-2191;2025;2025-06-08 10:17;June;webshop note;B2B account;Workspace Coffee Mitte;restaurant;Menu planning: can you hold 10.3 kg around summer herb mix profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;lightness, low appetite;light digestion;no onions;10.3 kg;summer herb mix, chanterelle;Summer;Polish shipment + local cultivated stock: chanterelle, summer herb mix, king oyster;medium;fulfilled;no;delivery;Wedding;monthly invoice;yes;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2192;2025;2025-06-25 10:05;June;shared calendar note;B2B account;Prenzlauer Berg Specialty Cafe;specialty coffee;Menu planning: can you hold 3.8 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;mostly clear;restless, low appetite;grounding;nut allergy;3.8 kg;king oyster, oyster mushroom;Summer;mature supplier network: king oyster, chanterelle, summer herb mix;high;substituted;yes;standing route drop;Prenzlauer Berg;standing account invoice;yes;Summer mushroom-tomato water / light pan base;"repeat client expects continuity; mark inventory pressure for next week";
MH-2025-06-2193;2025;2025-06-19 07:15;June;WhatsApp;Private customer;No name / webshop;gift order;Hey, same direction as last time if possible, but more simple. Quantity: 1.7 kg.;clear;restless, low appetite;restorative;sensitive stomach;1.7 kg;chanterelle;Summer;Polish shipment + local cultivated stock: summer herb mix, chanterelle, king oyster;medium;fulfilled;no;delivery;Prenzlauer Berg;cash on pickup;unknown;Summer mushroom-tomato water / light pan base;profile already in account sheet;
MH-2025-06-2194;2025;2025-06-16 07:56;June;standing account email;B2B account;Cafe Sonnenweg;specialty coffee;Cafe Sonnenweg: Please keep our usual rhythm this week, 17.4 kg. Same seasonal direction unless forest availability changed.;clear;heat exhaustion, cooling;cooling;vegan;17.4 kg;oyster mushroom;Summer;functional blend stock: chanterelle, king oyster, lemon balm;high;fulfilled;no;standing route drop;Prenzlauer Berg;standing account invoice;yes;Summer mushroom-tomato water / light pan base;repeat client expects continuity;
MH-2025-06-2195;2025;2025-06-13 20:53;June;WhatsApp;Private customer;Ania B.;gift order;Web note: Mushroom Mood Today — feeling lightness. Please choose from what is actually good this week. Need same as last time.;clear;heat exhaustion, restless;cooling;none stated;same as last time;oyster mushroom, chanterelle;Summer;functional blend stock: king oyster, chanterelle, summer herb mix;high;fulfilled;yes;market handoff;Prenzlauer Berg;cash on pickup;unknown;Summer mushroom-tomato water / light pan base;profile already in account sheet;
