record_id,date,time,weather,season,clean_message,source_file
1031,2023-06-05,11:04,Clear blue skies,Summer,"From: ordering@the-workspace-coffee.de Hello, our corporate clients are requesting high-volume summer catering boxes for their mid-year team workshops. Please add an extra 5kg of the morning focus and refreshing restoration blends to our regular Tuesday delivery hub drop-off.",mushroom_Orders_v1.rtf
1032,2023-06-06,16:22,Humid afternoon,Summer,"Order Note - Webshop: Customer Julia Voss. Request: ""The intense mid-year corporate crunch combined with this sudden humid summer heat wave is draining my energy. Please send a deeply refreshing, balancing summer basket with plenty of clean, focus-enhancing herbs to my apartment.""",mushroom_Orders_v1.rtf
1033,2023-06-08,08:50,Warm morning breeze,Summer,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, our summer garden terrace is fully packed every morning. Customers are looking for light, nutrient-dense breakfast options to beat the heat. Please increase our weekly Tuesday order to 12kg of crisp forest profiles for the rest of June.",mushroom_Orders_v1.rtf
1034,2023-06-09,13:12,Scattered clouds,Summer,SMS from Lena: Hi! Can you put together a special summer solstice basket for me to pick up this Thursday? I want something deeply restorative and refreshing to help survive the frantic workload before my upcoming summer vacation.,mushroom_Orders_v1.rtf
1035,2023-06-12,10:15,Overcast and warm,Summer,"From: s.beck@posteo.net Hello, I am ordering a custom summer gift box to be delivered to a colleague in Wilmersdorf. I want to include your most premium, vibrant summer mushroom selection and refreshing, protective herbs to show appreciation for their hard work on our recent project launch.",mushroom_Orders_v1.rtf
1036,2023-06-13,15:40,Heavy summer thundershower,Summer,"Order Log #5102: B2C customer Stefan Weber. Requesting standard drop-off. Customer notes intense fatigue from closing out mid-year financial portfolios, seeking a balancing, light, slow-cooking summer mix for a quiet weekend indoors.",mushroom_Orders_v1.rtf
1037,2023-06-15,09:18,Crisp morning after rain,Summer,"SMS from Ben: The sudden thunder yesterday has everyone in the neighborhood craving clean, refreshing wellness drinks this morning. Can you add an extra 2kg of your signature refreshing summer herbs to our coffee shop delivery today?",mushroom_Orders_v1.rtf
1038,2023-06-16,12:20,Hot and sunny,Summer,"From: info@hotel-am-stein.de Dear Mushroom House, our summer rooftop catering schedule is fully locked in for the season. We require a consistent, high-volume B2B supply of 15kg per week of your finest crisp, earthy mushroom profiles to support our hot-weather tasting menus.",mushroom_Orders_v1.rtf
1039,2023-06-19,17:02,Balmy evening,Summer,"Order Note - Email: Customer Michael K. ""Heading into a very intense week of corporate travel. Requesting a clean, restorative, substantive basket from the summer selection to help me ground myself when I get back home for the weekend."" Delivery to Charlottenburg.",mushroom_Orders_v1.rtf
1040,2023-06-20,11:15,Bright sunshine,Summer,"SMS from Chef Thomas (Restaurant Mitte): The terrace crowd expanded massively last minute tonight due to the beautiful weather. Can we get an emergency delivery of 5kg of your signature light, savory summer mushroom blend by 15:00 today? Let me know the price change.",mushroom_Orders_v1.rtf
1041,2023-06-22,08:45,Warm drizzle,Summer,"From: mail@elisa-k.de Hello, my partner and I are hosting a small summer dinner party for our immediate family this Saturday. Can you design a premium basket with your most elegant, delicate summer varieties and aromatic herb accents? Delivery on Friday, please.",mushroom_Orders_v1.rtf
1042,2023-06-23,14:10,Clear and hot,Summer,"From: ordering@the-workspace-coffee.de Hi, we need to adjust our delivery window for next Tuesday due to a scheduled building inspection. Please ensure our 25kg order arrives strictly between 07:30 and 08:30 AM. Standard safety and invoicing protocols apply.",mushroom_Orders_v1.rtf
1043,2023-06-26,16:35,Warm summer sunset,Summer,"SMS from Jonas: Hey, looking to grab a basket for a fresh evening dinner with my flatmates. Need something deeply balancing and comforting to counter the frantic pre-holiday city energy. I'll collect it from the lockbox around 18:00.",mushroom_Orders_v1.rtf
1044,2023-06-27,10:22,Bright morning,Summer,"Order Note - Web: New customer Sandra Meyer. ""Recommended by a regular customer. Looking for a restorative, balancing mix to help manage seasonal stress and low energy brought on by the chaotic mid-year corporate reporting season.""",mushroom_Orders_v1.rtf
1045,2023-06-29,13:50,Heavy humidity,Summer,"From: purchase@cafe-flora-berlin.de Dear Mushroom House, the heavy humidity is keeping people in the shade today, but our weekend pre-orders for summer brunch boxes are massive. Please maintain our 12kg order for next week, focusing heavily on clean, vibrant forest profiles.",mushroom_Orders_v1.rtf
1046,2023-06-30,09:11,Clear and warm,Summer,"SMS from Sarah Lang: Hi there, hope you are staying cool. Can you send the usual balancing summer mix to my apartment this Friday? Feeling completely overwhelmed by mid-year deadlines and endless video conferences.",mushroom_Orders_v1.rtf
1047,2023-07-03,15:30,Blazing heat,Summer,"Order Log #5145: B2C customer Oliver H. Contactless delivery instruction: ""Leave inside the parcel box in the shaded courtyard."" Request notes a desire for a clean, refreshing profile to counter the soaring mid-summer temperatures.",mushroom_Orders_v1.rtf
1048,2023-07-04,11:04,Clear blue skies,Summer,"From: kitchen@bistro-neukoelln.de Hi, our mid-summer evening menus have been highly popular this week. We need to add an extra 4kg of your delicate summer mushroom selection to our standard Tuesday drop-off to cover the final week before our short staff summer break.",mushroom_Orders_v1.rtf
1049,2023-07-06,16:18,Warm evening breeze,Summer,"SMS from Chef Thomas (Restaurant Mitte): Hey, we are finalizing our premium menus for July's high-season terrace service. Please ensure next Thursday's delivery features your absolute finest, most pristine summer forest profiles. Total volume 20kg.",mushroom_Orders_v1.rtf
1050,2023-07-07,08:30,Sunny and humid,Summer,"From: lars.v@web.de Hello, ordering another box for home delivery. The intense third-quarter corporate push is completely draining my focus in this heat. I need a mix that feels grounding yet mentally refreshing and light to help me push through the next few days.",mushroom_Orders_v1.rtf
1051,2023-07-10,14:55,Scattered clouds,Summer,"Order Note - Webshop: Customer Hanna Winter. ""Requesting a custom summer herb pairing that feels refreshing and deeply balancing. Looking forward to slowing down and cooking light meals during the upcoming weekend break.""",mushroom_Orders_v1.rtf
1052,2023-07-11,10:40,Light summer shower,Summer,"From: ordering@the-workspace-coffee.de Hello, please note that we are scaling back our operations slightly over the core summer vacation weeks as corporate offices thin out. For next Tuesday's delivery, please reduce our total volume to 15kg, focusing entirely on the morning focus and hydration blends.",mushroom_Orders_v1.rtf
1053,2023-07-13,12:15,Hot air,Summer,"SMS from Lena: Morning! Ready for my mid-vacation survival basket. Let's do something incredibly clean and heavy on the refreshing, balancing herbs to prepare for the long hot weeks ahead. Thanks for keeping the shop running all summer.",mushroom_Orders_v1.rtf
1054,2023-07-14,17:10,Clear evening,Summer,"From: contact@restaurant-pure.de Dear Mushroom House, our high-summer culinary concept 'Solstice' is fully booked through next week. Your local mushroom yields are the anchor of our signature holiday plates. Please lock in our 20kg delivery for next Wednesday morning.",mushroom_Orders_v1.rtf
1055,2023-07-17,09:45,Overcast and warm,Summer,"Order Log #5190: B2C customer Julia Voss. ""Desperately need a refreshing reset before the peak summer heat waves begin. Give me your most vibrant, balancing variety and herb pairing this week."" Delivery to Schöneberg.",mushroom_Orders_v1.rtf
1056,2023-07-18,15:22,Humid rain,Summer,"SMS from Ben: Hey, rain is keeping people under the awnings today, but we expect a huge rush of locals grabbing iced coffee before heading out for summer break. Can we make sure our Thursday delivery has a great balance of focus-enhancing profiles?",mushroom_Orders_v1.rtf
1057,2023-07-20,11:30,Warm and sunny,Summer,"From: mail@elisa-k.de Hi, following up on our previous order. The summer dinner was a massive success! We want a simple, balancing box for just the two of us to help us unwind over the upcoming long weekend. Delivery this Friday, please.",mushroom_Orders_v1.rtf
1058,2023-07-21,14:05,Blazing sunshine,Summer,"Order Note - Web: Customer Stefan Weber. ""Preparing for a very quiet summer weekend at home. Requesting a vibrant basket that focuses entirely on clean, refreshing elements to help me disconnect from corporate work.""",mushroom_Orders_v1.rtf
1059,2023-07-24,08:22,Cool morning breeze,Summer,"From: purchase@cafe-flora-berlin.de Hello, we are updating our opening hours for the late-summer holiday schedule. Please move our standard Tuesday morning delivery to Monday afternoon instead. Total volume required is reduced to 6kg.",mushroom_Orders_v1.rtf
1060,2023-07-25,13:15,Hot and clear,Summer,"SMS from Chef Thomas (Restaurant Mitte): Hey, quick update for the summer service logistics. Please drop off our 20kg order at the back kitchen door before 10:00 AM on Monday so the prep team can get started early. Thanks!",mushroom_Orders_v1.rtf
1061,2023-07-27,16:45,Warm evening sun,Summer,"From: info@hotel-am-stein.de Dear Mushroom House team, our hotel is fully booked with international summer travelers. To ensure smooth operations, please maintain our 15kg order of rich, light summer profiles, delivered directly to our cold storage bay on Monday morning.",mushroom_Orders_v1.rtf
1062,2023-07-28,10:02,Bright summer day,Summer,"Order Note - Email: Customer Ania Berlin. ""Looking for a deeply refreshing, clean mushroom blend with plenty of seasonal summer herbs to cook a special dinner for my parents. Collection from the workshop box arranged.""",mushroom_Orders_v1.rtf
1063,2023-07-31,12:40,Clear skies,Summer,"From: kitchen@bistro-neukoelln.de Hi, please note that we will be completely closed for our annual summer break from August 1st through August 10th. Please cancel our standing B2B deliveries for next week. We will resume our standard 10kg order on Tuesday, August 15th. Have a great summer!",mushroom_Orders_v1.rtf
1064,2023-08-02,15:10,Mild summer rain,Summer,"SMS from Jonas: Hey, staying in Berlin for August and want to avoid the grocery store chaos. Do you have any slots left for a custom delivery tomorrow? Need something light, fresh, and balancing to cook over the weekend.",mushroom_Orders_v1.rtf
1065,2023-08-03,09:30,Warm morning sun,Summer,"From: ordering@the-workspace-coffee.de Hello, quick late-summer notification. Our Mitte and Friedrichshain locations will close for a short renovation break, but our Kreuzberg hub remains open on a reduced schedule. Please route a single 10kg morning restoration and hydration delivery there this Monday.",mushroom_Orders_v1.rtf
1066,2023-08-04,14:20,Clear and breezy,Summer,"Order Log #5225: B2C customer Markus S. Request: ""High-comfort balancing mix needed to deal with intense fatigue after finishing a massive mid-year project. Please deliver before the late-summer shutdown."" Confirmed.",mushroom_Orders_v1.rtf
1067,2023-08-07,09:12,Beautiful warm morning,Summer,"SMS from Chef Thomas (Restaurant Mitte): Summer prep is running smoothly, your mushrooms look absolutely spectacular for the terrace menu tonight. Thanks for the incredible reliability during this high-volume season. See you next week!",mushroom_Orders_v1.rtf
1068,2023-08-08,11:30,Hot and sunny,Summer,"Order Note - Webshop: Customer Julia Voss. ""Spending a quiet August week in the city. Thank you for the beautifully curated balancing box, it has made my apartment feel so connected to nature and light.""",mushroom_Orders_v1.rtf
